name,date,title,review,rating,entity,review_history
Mr JRR,2019-11-15T18:03:17Z,Website illogic,"I get an email about a sale—obviously I have shopped ASOS before.  I get a banner telling me “Hey, you’re new here.  Get 15% off with code ASOSNEW15.  I put an item in my cart and proceed to checkout where it tells me the code is invalid.  I tried multiple time on multiple devices—each time I am offered a 15% discount code with ASOSNEW15 and each time it is refused.  

I wait 15 minutes to get into a chat where the first thing I am asked is my birthdate.  I am 67 years old and on the millennial set they are aiming for.  I am then told the code is only for new customers and it explains so in the T&C.  Don’t know (and don’t care) where the T&C info is as it was not offered up during the process.

Did they age discriminate?  Is their website logic flawed?  I think the answer is yes to both.",1,ASOS,1
Kelly,2019-11-15T17:51:52Z,I have paid for Asos' premier delivery,"I have paid for Asos' premier delivery, in order to ensure that my orders will be delivered the following day (providing I order before the deadline). 
On more than one occasion I have not received the delivery until a number of days later than sold to me and expected. This is simply not good enough, if I pay for premier delivery, I expect premier delivery and service. Asos has shows neither. 
I would understand if this was a one time thing, as every now and then things with delivery can go wrong, however this is not the case. 
Worse still, asos refuse to investigate further until 5/6 days have passed the agreed delivery date. I have paid for your service that promises something that it clearly can't deliver. 
As a paying and loyal asos customer, I am thoroughly disappointed.",1,ASOS,1
Leeran,2019-11-17T09:48:24Z,I would like to share with you a very…,"I would like to share with you a very poor customer experience I have had.

I made an order on your website and was promised a free express delivery for that order.

My order is now 3 days delayed and I was charged with an additional delivery fee except the customs fee and customs registration fee.

the additional delivery fee I was charged made me feel very much cheated as I was promised to get free express delivery.

Please be aware that the carrier company which you are using in Israel is charging your customers with an additional delivery fee.
looks like the carrier company is taking advantage of your customers. all in all the chats weren't helpful at all. and I'm really unhappy with my order.

Please consider using a better local carrier which won't hold my package hostage unless I'll pay them for the delivery.
I will be very surprised to hear that I'm the only one in Israel to compliant about this service with the carrier company.

This shopping experience was unsatisfying and made me feel like I'm not appreciated as a customer.",1,ASOS,1
Matteo Vignoni,2019-11-19T00:40:43Z,Very poor customer service!,"Very poor customer service. First they sad that my order was delivered. The next message was that they had lost the package. I received a message about the replacement and the day after they cancelled. I had a conversation about a next delivery, that was cancelled too.

Order arrived after 17 days.
No compensation.

Customer service unavailable in online live chat. Only on Facebook messenger. Responding time:1day, super slow.",1,ASOS,1
JL,2019-11-28T01:09:25Z,CUSTOMER SERVICE IS NOT HELPFUL AT ALL,CUSTOMER SERVICE IS NOT HELPFUL AT ALL,1,ASOS,1
Donnella Collison,2019-11-25T23:57:13Z,I was not helped at all,I was not helped at all. Asos made a mistake with my order and now I have to suffer the consequences! Completely UNFAIR!,1,ASOS,1
Gary TD,2019-11-25T23:52:59Z,Ordered some boots for a Shadow…,"Ordered some boots for a Shadow Trooper. It stated they were shipped. Never arrived. Contacted them and they stated they must have missed shipping or been lost. No info at FED EX receiving them. They say they are going to be shipped today, Oct 25th 2019.
 Have this week and will inform Credit Card Company.",1,ASOS,1
ilnueh,2019-11-25T23:48:49Z,The worst ever,"I was told that my order was resent to Asos for an unspecified reason, then told it would be sent to me again, then finally told that it had in fact been returned to Asos. I waited 10 extra days for them to not even send me my items, refund me the actual wrong amount, then told that they could offer me no re-compensation for what had happened and were adamant that the right amount had been refunded. I actually have no words. Asos could do nothing for me and the delivery service Yodel was exceptionally bad.",1,ASOS,1
Alt Johnston,2019-11-18T23:55:10Z,Terrible customer service and return…,"Terrible customer service and return system. Don't provide clear instructions for returning, and use false excuses to get around issuing a refund for items.  Never order from this site.",1,ASOS,1
Matthew Roberts,2019-11-18T23:37:25Z,Placed a order at around 9.30 am and…,"Placed a order at around 9.30 am and paid for asos instant, for my order to be delivered by 10pm today. Nothing was delivered. Spoke to customer service on live chat, and they were no help. The tracking number I was given doesn't even work. So now i don't know when my order will be delivered.",1,ASOS,1
Lalzo,2019-11-18T22:36:40Z,Ive been an asos fan for years but have…,"Ive been an asos fan for years but have had too many problems with their deliveries recently.

Im sure they used to use DPD for my deliveries but now its Hermes. The Twitter customer service is useless at anything other than regurgitating their terms and conditions.

How dare they charge for a premium next day service when it takes 5 working days for the order to be delivered?!",1,ASOS,1
Anne ,2019-11-25T22:21:19Z,Returning item and faulty,"Paid for the premier service, my dress was delivered two days late, then i sent the dress back requesting an exchange of another size. ASOS issue my with a refund instead of an exchange.

Within  the same week I order another dress went receiving the dress it was faulty.

I haven't used asos in two years, and my experience as a returning customer as been shocking. Very disappointing",1,ASOS,1
Rain Kennedy,2019-11-28T00:13:36Z,The worst cs experience I've ever had,The worst cs experience I've ever had,1,ASOS,1
Abigail Ball,2019-11-22T13:22:19Z,Let down by premiere delivery,"Don’t bother paying for premiere delivery. I spoke with THAMEENA on the 22nd to find out where my parcel was as I purchased the 20th, it was stated to be expected on the 21st on the app. Hermes tracking wasn’t giving any indication of where it was or why it was late. I spoke on the chat and got absolutely no answers as to why it was delayed or what day it would exactly arrive. Just to contact them after the 27th!!!! If it still hadn’t arrived.",1,ASOS,1
Teo,2019-11-22T13:09:05Z,Been waiting for the replacement of my…,Been waiting for the replacement of my missing items for 3 days. Totally unacceptable,1,ASOS,1
Mads Totland,2019-11-21T12:41:16Z,The second time they haven't deliverd…,"The second time they haven't deliverd my order on time, and they offer no form of apology or compensation to make the experience i slight better.
I will never recommend anyone to order from this company that can't even deliver trace a parcel.",1,ASOS,1
Zac ,2019-11-15T17:48:28Z,joke of a company,"Representative was great, however the company sucks. Was spent the wrong color of adidas sneakers. Return program sucks, so compensation for the mistake on behalf of the company. Unfortunately will not be using this website.",1,ASOS,1
Cara Egbe,2019-11-27T06:37:30Z,Didn’t help me,Didn’t help me. And their next day delivery service is crap.,1,ASOS,1
Samia El Jaafari,2019-11-15T17:32:18Z,Terrible service,"I chatted with Kris who was extremely unhelpful with yes/no answers and ended the chat on me when I clearly said I had another question. Terrible service, Kris might as well go do another job.",1,ASOS,1
Jenny Fisher,2019-11-15T16:37:15Z,very unhelpful,"very unhelpful, kept trying to end the chat, utterly useless",1,ASOS,1
Giselle,2019-11-15T16:25:38Z,I have raised a problem that hasn't been resolved,"I'm have raised a problem with my the faulty sizing of some jeans I have order. All the responses I have given have not actually apologised or found a solution, so I don't have to worry the next pair of jeans I order from ASOS are actually going to be the size on the label",1,ASOS,1
Chanel ,2019-11-15T15:51:27Z,Spoke to a REP ADAM who was very rude…,"Spoke to a REP ADAM who was very rude and inconsiderate of what i was asking him. Ended the chat abruptly by telling me this was going in circles. I feel customer service is a huge part of what makes a company successful and with REPS like ADAM, completely turned me off from ever ordering from ASOS ever again! Watch how you speak to your customers. Its disgusting!",1,ASOS,1
郭浩,2019-11-20T08:24:05Z,The customer service is suck,"The customer service is suck. And they think the ivory and white is same color.

The product use photo is by photoshop make pant look more white on website.the true i received the jean color is more like ivory or light brown.

If I want get the refund I need pay the shipping fee. All deal like a fraud.and they don’t have to pay any responsibility.",1,ASOS,1
Fay Neill,2019-11-27T23:28:05Z,Just terrible,"It pains me to say, after being a loyal ASOS customer, but I’m honestly considering not ordering with them again. I pay for Premier delivery (next day) - parcel should have been delivered today and the live chat couldn’t have been less helpful. Robotic responses, still none the wiser on when I’ll get my delivery, and a vague promise to look in to it further if it hasn’t been delivered in another week! No offer to refund my premier delivery payment. Terrible. ASOS need to start taking some responsibility for the couriers they use and their performance instead of disassociating themselves from them.",1,ASOS,1
Jay,2019-11-27T23:16:04Z,Absolutely disgusting customer service,"Absolutely disgusting customer service, during webchat the agent Lydia just kept sending the same canned responses and couldn't be any more bothered about my query. No official complaint route given other than this link. Im doubtful of getting a call back.",1,ASOS,1
Meg,2019-11-27T22:37:58Z,Poor customer service.,Poor customer service.,1,ASOS,1
N/A,2019-11-27T22:29:42Z,YOUR COMPANY CUSTOMER SERVICE SUCKS!!!!,"YOUR COMPANY CUSTOMER SERVICE SUCKS!!!!

You sent me the wrong size I paid express shipping and you couldn’t help me at all. My correct size isn’t available anymore.  

I will never ever buy from ASOS again. I will be sure to tell all my friends and family.",1,ASOS,1
Julie C,2019-11-27T22:17:27Z,Clothes good quality,"Clothes good quality, but  it's the last time I order from them. I swear they mess up my order every single time. It's not worth having to ship back items on all my orders. I have ordered three different times and this will be my last.",1,ASOS,1
Karin,2019-11-18T21:23:37Z,Very bad customer service,"The customer service is rude, unhelpful and unrespectful.
After I got a wrong item they asked me to send it back and pay for the return shipment. When I tried to asked for a refund , they ignored my messages.
In another case, when the package didn't arrive on time, the agent give me wrong information and asked me to send another message(and wasting more time on waiting in the queue) because it was 55 minutes before midnight .. then she just close the window, without letting me time to answer her.
Very disappointing, saving couple of Pounds doesn't worth the waste of time on this terrible customer service .",1,ASOS,1
Aogan Keyes,2019-11-18T21:02:46Z,Dreadful experience,"Dreadful experience, order was due on Thursday 14/10 after paying for express delivery..never arrived... contacted couriers(fastway), and ASOS on Saturday told to wait til Wednesday. On Monday contacted by ASOS and couriers stating item out for delivery...never arrived. Contacted ASOS told to wait til 25/10, no chance I want a full refund and won't be accepting delivery. But they won't do this and want me to wait til 25th. Already wasted two days...very bad communication from their delivery partners. Will never use ASOS again",1,ASOS,1
Britt de Lautour,2019-11-18T20:48:47Z,So frustrating to deal with.,So frustrating to deal with.,1,ASOS,1
Emily Walker,2019-11-18T19:54:49Z,Terrible customer service and confusing website,"This company has terrible customer service.  They are sneaky with their wording so that they can sound professional and like they are trying to help but they aren't.  I had to pay an additional $30 to return my parcels because they did not send me enough postage.  I spoke with a customer service representative, named Danielle, for about 45 minutes through chat and she ended the chat without giving me any sort of alternative solution.  I tried to rejoin the chat, hoping to speak to someone else and it took about another 15 minutes before some one would chat with me. I then chatted with the second representative Amie for almost 40 minutes.  She was a little nicer, but still unhelpful and again ended the chat on me.  They just kept restating that they could not help me.",1,ASOS,1
Monica Angeli,2019-11-21T11:24:47Z,very disappointed by your service will…,very disappointed by your service will never buy from you again and will post on social and tag asos.,1,ASOS,1
Tonya Johnson,2019-10-17T16:44:32Z,First let me start by saying I…,"First let me start by saying I absolutely love ASOS!. It's been over a year since I started shopping with them and the experience has been almost too good to be true. I myself fashionable, however I tend to have my own style. With a Asos  I always seem to find the statement piece,  accessory or fashion staple either at a great price our within reason.  There have been times that the price didn't even matter,  i had to have it.  However Customer service,  despite being extremely pleasant is SORELY DISAPPOINTING. I regularly wreck my budget for an items on Asos, i'm on the site daily. I utilize 2 day shipping and through experience ive learned to keep in mind that it may very well be longer,  thankfully  not regularly and now they try to give you a heads up when they're super busy.  So hey it's still a great deal..HOWEVER if you by chance receive a faulty item ...YOU'RE OUT OF LUCK IN A BIG WAY! Of course you may return it and receive a refund or credit depending on when you get it back tt them. BUT if you can't afford to repurchase it at that time or before it goes OUT OF STOCK... OH WELL,  you have no recourse.  NO. They won't hold a replacement for you until they receive your return...NO. They wont send a replacement and wait for their return. NO. They don't give you an OOPS WE GOOFED discount of  your next purchase..YOU may return your item within 45 days for a refund...i guess i should be grateful but i don't.  I mean they're in the fashion business right so they must know that people's emotions are attached to these purchases ...at least mine are. In fact I know they do because each back in stock notification I receive from them starts with GO...GO...GO. besides,  i communicated how  i felt. 
Admittedly I got over it and continued shopping as I'm guessing they knew I would. But each time it's the same response and THATS JUST NOT ACCEPTABLE .IN GOOD FAITH I sent you money for an item I expected to receive. You sent me previously worn damaged merchandise. A some point ""you can send it back""  just isn't enough.
ASOS.. you're great! PLEASE BE BETTER",1,ASOS,1
Jordan Greer,2019-10-03T14:02:55Z,This customer service is the worst,"This customer service is the worst!  They sent me a pair of lavender size 5 slingbacks when I ordered a pair of brown suede size 9 platform boots.  Now I have to send the mistake item back, wait weeks for it to get there and be processed, then re-order the shoes again AT FULL PRICE because they won't honor the sale price either.  I have never had a business deal with THEIR mistake like this!  Totally unprofessional.",1,ASOS,1
Carla Anne Agnew,2019-10-03T13:46:59Z,Disappointed,Ordered a coat to take away with me on holiday. It arrived marked with makeup and stained. When I connected asos to discuss the staff I dealt with weren't particularly helpful and very cold regarding something not my fault.,1,ASOS,1
Nicole joseph,2019-10-03T12:27:29Z,1 week after next day order and still no package.,"I pay for yearly next day delivery. I ordered my items on Thursday 26th September. I received no dispatch email on Friday 27th or Saturday 28th, so I then chased on Twitter. Who then said basically wait till Thursday 3rd (a week since I ordered my items). I patiently waited and by the afternoon on October 3rd still hadn’t received a dispatch email. So I went to twitter again. Only to be sent a tracking link. On the link it was dated Friday 27th and said ‘we will updated within 24 hours) which obviously had not happened. So I still have no idea where my package is. Or if I will ever receive it. Shocking service from your company.",1,ASOS,1
Ahsan Ishmael,2019-10-03T11:39:20Z,Poor communication and not much help,Poor communication and not much help. Scott @ 12:15 03/10/2019,1,ASOS,1
NPL,2019-10-21T12:47:48Z,Disappointed Long Time Shopper,The email you sent about your change of return policy was confusing making it seem like you had extended the return time window. Many of us would have benefited from not receiving that email at all and continued to return within 28 days for a full refund rather than thinking we had 45 days for a refund. Now my order 437626*** will not receive the refund I was looking for. I may never use that voucher. I’ve never returned an item outside of the return window until now because I was confused and thought ASOS had lengthened it. Very disappointed.,1,ASOS,1
Jessica Alhanna,2019-10-21T11:49:00Z,"Worst customer service ever,","Worst customer service ever,
Never get in touch with them, you'll never get into a solution, rude to customers.
I had the worst experience with them, after being treated badly I wanted to close the account and the agent was like I'm more than happy to do that, bearing in mind that I've been their customer for more that 3 years.",1,ASOS,1
Reviewer 1,2019-10-21T11:24:03Z,"Careless, multiple errors with orders, poor customer service.","Seriously bad customer experience. I placed an order for next day delivery on the 14th October 2019, and it still has not arrived on 21st October. When I tried to get in touch using their ‘chat’ service, the agents fob me off and say it is “delayed”. No more information than that. I have had numerous issues with ASOS lately, including items missing from my orders, wrong items arriving, placing orders that are then cancelled by ASOS because the item is out of stock, (why take my order then?) parcels delayed, delivered to the wrong address, damaged items arriving etc. I used to love shopping with ASOS but they have gone seriously downhill lately, too many mistakes and cock-ups and it’s becoming a pattern. Customer service don’t seem to care at all, huge shame as their range is so good.",1,ASOS,1
Chloe Passmore,2019-10-21T09:37:58Z,Not impressed,"Honestly. I ordered an item and it didn’t fit right. I knew that ASOS did free returns so I decided to send it back for a refund in hopes to order something new. I requested for a refund... and then never got sent the sheet that’s supposed to go in my package. I reached out to customer support. This took almost an hour to load. I was quite mad by this point. Finally I got to return my package. 2 weeks later. Still hadn’t heard anything from ASOS. Decided to contact them. The contact me page wouldn’t load AT ALL. I logged into messenger instead. The reply time was awful but FINALLY got a response. She told me she’d look into why I hadn’t got my refund and I’d hear something within 24 hours. It’s been two days and still nothing. I basically paid 90 dollars to try on a skirt. Not happy at all. 

At the same time I sent in my package for the skirt I also sent in a return from the iconic and the shirt was too small for my partner. I was contacted instantly and was sent a refund within 7 days. This was much better service.",1,ASOS,1
Hiren Chawda,2019-10-21T09:31:00Z,Terrible service,"Terrible service! 

I ordered a suit with next day delivery. I was told there was a delay in delivering the suit and then 2 days later was told the courier is sending the suit back to ASOS without even delivering the suit! I needed the suit for a function that weekend but by the time I found out I had 2 days to find a replacement. When I contacted ASOS the team were not helpful at all! ignored my questions and kept sending generic messages. It has now been 2 weeks and I still have not had my refund and ASOS have no idea what has gone wrong. 

I have used ASOS for many years and they have been very reliable but this issue has raised concerns for me to trust them to deliver due to the experience I have received. I have no answers and the staff seem to not care. ASOS need to sort this out and improve their service before they crumble.",1,ASOS,1
Calum Webster,2019-10-21T09:29:26Z,Utterly hopeless customer service,Utterly hopeless customer service.  No idea where parcel is despite being 10 days since it should have been delivered.  Totally unwilling to contact courier to see if they actually have package.,1,ASOS,1
Krunoslav Anušić,2019-10-21T09:07:45Z,Catastrophic,Catastrophic,1,ASOS,1
Olivia Molella,2019-09-30T15:45:03Z,TERRIBLE CUSTOMER SERVICE,TERRIBLE CUSTOMER SERVICE. Honestly the worst I have ever experienced. Julyan was NOT helpful and should be fired and ASOS procedures should be updated. They refused to change the address after realizing it was incorrect within an hour. Will they compensate me $500 for lost goods? I do not understand why they could not be more helpful and simply amend the address as it had not shipped. Now I will not get the goods and deserve a reimbursement! I will never order from ASOS again knowing the customer service is SO TERRIBLE,1,ASOS,1
K R,2019-10-10T00:54:31Z,Slow delivery and Poor customer service,"Delayed delivery. Spoke to a person named jordon via chat asking to please follow up with there delivery company. Estimated delivery was October 3rd, they will not even look into the issue until October 29th. I ordered in early September. Really not worth it. Other companies offering similar clothing— pretty Little thing, boohoo, misguided all delivery FAR more promptly. I’ve had minor issues and they always agree to follow up right away. Don’t order from here.",1,ASOS,1
C Payn ,2019-10-12T18:36:34Z,Poor customer service,"Poor customer service. Definitely did NOT go above and beyond to help, got the same answer from about four different people. No attempt to try and get my parcel to me but instead just refunded before speaking to me! Don't bother with premier delivery as you don't get it next day anymore! Courier needs to be changed as Hermes are clearly a joke.",1,ASOS,1
Red Stanas,2019-10-12T12:40:44Z,Bad costumer services,"Bad costumer services, they send you the wrong order and the wrong sizes more than once which is unacceptable! They don't double check the orders before dispatch and don't do anything to compensate the costumers for their own mistake,",1,ASOS,1
Yoni Shafir,2019-10-12T12:34:18Z,Unwanted delivery company and asking for choosing,"I did a mistake of choosing the wrong delivery method “let ASOS decide” , once I asked of changing it I was told that there is no option for that. 
I had a really bad experience with EFD, and want to pick israel post . 
I understand that the process has already made , but although it’s probably automatic there is always an option of making changes it just felt like there is no will for that .
I still hope that the delivery will be with Israel post.",1,ASOS,1
L,2019-10-09T20:11:56Z,I loved shopping at ASOS but now it's a…,"I loved shopping at ASOS but now it's a matter of shopping at my own risk. I've received dirty clothing, the wrong clothing...etc. The best anyone can offer is, ""sorry"". But it keeps happening.",1,ASOS,1
"Muath althunyan,",2019-10-12T11:53:10Z,I really don't feel comfortable !,"I really don't feel comfortable !

this is the worst time ever I see this treatment. 
I hope that you find a way to make the replacemnt much easier. 

also, why would i get my time wasted? do I deserve this???.

Last thing, your support just ended the chat while I'm talking.

I hope that anyone would do a single thing to me and save your reputation.",1,ASOS,1
Brian Rafferty,2019-10-12T11:28:59Z,Poor service,"Due to ASOS losing my order I was refunded without notice or consent, when asking about this was told I couldn’t speak to a manager as all staff were trained but unable to give any form of compensation other than to pay for items using a outside company. This is the second time i have had issues with this and no positive outcome. Still love to speak to a manager as the customer service level is shocking, saying sorry doesn’t solve the issue especially when these become constant issues/complaints with never a solution or issues being stopped. 
To top it all off I was told the chat would be ended as there was no more he could do",1,ASOS,1
Ada Guza,2019-10-12T11:18:18Z,Order is 4 days late now,Order is 4 days late now. Customer sevice is useless keep telling me to wait and wait. Very disappointed...,1,ASOS,1
Sarah,2019-10-09T19:39:30Z,Chose next day delivery,"Chose next day delivery, 3 days later and still no delivery! I ordered an item which was needed for a week later, I contacted ASOS to be to told to expect it within 9 days of purchasing. Awful service! Will not be using again!!",1,ASOS,1
Charles Magwood,2019-10-09T19:16:33Z,Horrible service,"Horrible service. I have been ordering items with them for nearly ten years and I often have issues with their delivery. Recently, I spent nearly three hundred dollars with them and they sent out the wrong item and neglected to give me the one item I needed immediately. They do nothing to make things better, just tell you to return the items. There is no apology for them making such a mistake, nor do they try to get the right item out immediately. They offer horrible customer service and have terrible customer service reps. They have officially lost me as a customer, this happens too often.",1,ASOS,1
Chloe Phill Jones,2019-10-07T13:09:37Z,Next day delivery....,"Pay for a subscription against my account for next day delivery for a year. On 2 occasions this has failed. Most recently my parcel was not delivered, and was told I need to wait up to another 5 working days for it to be delivered before they could sort this, no option to re-send the next day, cancel the order or anything. Also asked for a refund for the next day delivery charge as they have not committed to providing me next day delivery for a year if the deliveries are failing to arrive! The excuse was that I have had some deliveries that were delivered next day so they cannot refund even though they haven’t given the full service I paid for!

The live chat staff are also rude and completely unhelpful.",1,ASOS,1
Milly Wong,2019-10-07T12:59:41Z,not happy,They were terrible when I asked for an exchange as they gave me a refund instead and when I contacted them about this problem they just kept telling me there was nothing I could do about this even though I could now not use my discount so if I were to reorder it would cost a lot more. Very unhelpful,1,ASOS,1
I.A.,2019-10-15T15:54:01Z,Incompetent workers,"Incompetent workers that work in shipping the items. They sent the wrong dress not even close to the one online. Props for at least sending the same color. I will definitely suggest creating a better refund policy for sending the wrong orders. Now I have to order it again, pay for shipping, and wait again to receive the same order. Total waste of time.",1,ASOS,1
JM,2019-10-15T15:19:03Z,VERY BAD CUSTOMER SERVICE.,VERY BAD CUSTOMER SERVICE.,1,ASOS,1
Danielle Steven,2019-10-15T15:17:22Z,Couldn't help with my query and then…,Couldn't help with my query and then closed the chat before i had chance to respond!,1,ASOS,1
Iris ,2019-10-15T15:03:33Z,Very bad service  was meant to receive…,"Very bad service  was meant to receive 10% off first order which I didn’t get , returned dress on the 03/10/19 and still no refund. And Joseph just ended the chat with saying bye !!!!!!!!!!! Now having to pay credit card of £75 or will incur interest charges",1,ASOS,1
Jessica,2019-09-13T12:36:11Z,The worst online shop!,I hate asos! Thought it was decent but it is the worst! I pay for next day delivery and never get it!! Their customer service is outrageous!! Only live chat and all they say is wait until the time limit is up and then we can contact the local post. How shocking. Save yourself the hassle and do not order from here,1,ASOS,1
Reuben,2019-09-12T21:52:54Z,ASOS have forgotten about their customers,"Really terrible experience resulting in a next day delivery purchase taking over a week to arrive. No communication; no accountability; customer service are useless simply blaming their delivery partners; pre-canned auto responses are not helpful and it really feels like ASOS no longer care about their customers. 

I wouldn’t mind if customer service simply admitted “yeah, this sucks, sorry” - but the complete lack of empathy, coupled with pre-canned responses has led me here - my first ever review :-)

It would seem that their plummeting share price this year correlates with the customer service they’re providing! Hopefully they sort it out soon.",1,ASOS,1
Amy,2019-09-12T07:55:00Z,Issue voucher codes without telling you the expiry date,I was a member of their A List scheme which came to an end last year when they emailed me a voucher code to compensate. The email made no mention of any expiry date so I naturally thought there wasn't one. Tried to use the code yesterday only to find it had expired. Have been in contact with customer services but they refuse to replace it. Absolutely unacceptable.,1,ASOS,1
Charlotte,2019-09-11T20:29:54Z,Waited 40minutes for a response,"Waited 40minutes for a response, even went through two live chat agents because I waited so long for a reply. Got copy/pasted some generic paragraphs, because I was unhappy I asked to escalate the complaint to someone higher and got copy/pasted another paragraph how I couldn't. She told me she wasn't doing anything else to help and closed the chat! All I wanted as a new prepaid label as the one they sent me had been printed incorrectly and had lines through it (nobody would be able to make sense of where I was sending it to!) Avoid avoid avoid.",1,ASOS,1
Lily,2019-09-11T19:45:37Z,Absolutely awful,Absolutely awful. 2 different color shoes. DO NOT BUY FROM HERE,1,ASOS,1
Anushi Patel,2019-09-11T17:21:06Z,Clothes smell like FISH,"I frequently use ASOS, but this time round I have been very disappointed. 

I received items of clothing which smelt like FISH! Yes that is correct ... FISH! When I asked if the smell would not come out in the wash (even though I should not have to put the item in the wash) would I get a refund? I got a generic answer of ... we shall inspect the item. 

ASOS this was your mistake. Your clothes should not smell like fish in the first place. Spoke to a colleague at work and they mentioned they had a similar experience. 

standards are clearly slipping!",1,ASOS,1
Emilia Stosak,2019-10-23T14:39:31Z,Not helpful at all,Not helpful at all. Didn't solve the problem. Dissatisfied,1,ASOS,1
Diane Spaine,2019-10-17T11:52:13Z,Horrible experience,Horrible experience. They never received my return and would do nothing to help me . Most companies out there will be more courteous and try to help you out but they basically shut their Chat down on me and could not care less .,1,ASOS,1
Alexia Aigbe,2019-10-17T10:29:01Z,ASOS has completely lost me,"ASOS has completely lost me
I made an order for next day delivery, didn't receive it on time , contacted them about location of my parcel , no response, there is no direct line to make a call. Parcel then arrives after my birthday, missing pair of shoes. I finally get a response 3 days later saying I need to return the item I got that was faulty and wait 24 hrs for an update regarding the missing pair of shoes, it's been 3 days no update.  I have not been compensated offered anything I even had to beg for my next day delivery fee back it wasn't offered to me. Just awful service really stressed me out at it's a lot of money I have lost out on for no reason 
I recommended ASOS for ordering but just pray they don't get your order wrong because that's when the problems will start",1,ASOS,1
Warren Garner,2019-10-17T10:14:21Z,Missing parcel,Unhelpful customer service from ASOS and their partner Hermes. Missing parcel and no one willing to take responsibility!,1,ASOS,1
Derek,2019-10-23T13:17:12Z,Your choice of Australian delivery…,"Your choice of Australian delivery partner restricts your staff's ability to assist in a meaningful way. I should not be told that when an item arrives in Perth on 17 October that I may have to wait until 28 October before it can be delivered to an address less than 20km away and that Asos cannot contact Australia Post to find out what is going on due to the terms of their contract with them. Very, very disappointing. The only thing that Australia Post deliver on a consistent basis is a poor performance.",1,ASOS,1
Mahdi Alshaikh ,2019-10-23T12:58:33Z,I experienced the worse shopping at all…,I experienced the worse shopping at all due to waiting around 2 weeks to receive my shipment but in the end ASOS canceled it and refunded my money 10 days later ... I've lost time and money taxes,1,ASOS,1
Cheryl Thomas,2019-10-23T12:52:22Z,This has been the worst online shopping…,This has been the worst online shopping experiences I have EVER had. This was my first and last time shopping with this company. My order was returned before it was ever delivered. In the meantime via text chat I was told I would have to wait 10 business days to get my refund for items I never received. On the 10th day I was told I would have to wait until the 11th day in order to get an email regarding my refund. On the 11th day of inquiring about my refund. I was told my return date was 3 days later than it was. In which I promptly disputed because I had the tracking dates in which the items were returned. Now I am told I will get an email regarding my refund tomorrow. FRUSTRATING is not even the best word to describe how poorly this has been handled. The merchandise is lovely but pointless if you never get it and have to wait basically 2 weeks to get your money back! Bad form ASOS bad form.,1,ASOS,1
Ana,2019-10-20T22:17:57Z,I’ve ordered a parcel 2 weeks ago and I…,"I’ve ordered a parcel 2 weeks ago and I paid the next day delivery and guess what??? The parcel haven’t arrived yet. Funny, no? And when I asked for a refund, cancelled the order aswell, they said it’s not posible!!!! I think this is a joke. Big shame!! AVOID!!",1,ASOS,1
Yaro Myr,2019-10-03T09:35:53Z,My order WASN'T delivered after 23 DAYS of WAITING!,"Hello, my order wasn't delivered. I was waiting for my order for more than for 20 days. And it disappeared.

At first the order was moving ok, but then it suddenly stuck in the capital of my Country for many days. 
I was writing in ASOS and SkyNet to figure out why it stuck there.
They was telling to wait all the time, so I was doing that. And on the 23rd day they said - ""Good news, your order was refunded by your request"". But I even didn't do any request for refunding my order!!
I was waiting for 23 days not for just get my money back.I'm really angry and disappointed with ASOS service. I was waiting for 3 pairs of shoes! I wanted them delivered. If you want to wait 23 days for your order and just get your money back without any moral damage compensation. Just go for ASOS. Cheers.",1,ASOS,1
Meg,2019-10-03T08:34:37Z,Terrible help service,"Terrible help service. Didn’t answer my question at all. In fact they answered telling me I would receive an email about a delivery being delayed, when I was complaining that I had received an email informing my delivery had been delayed and I was concerned that once I tracked my parcel it still hadn’t left Asos at the expected date to arrive at my door. Iv paid nearly £10 for a next day delivery and they haven’t even made the effort for my parcel to be dispatched",1,ASOS,1
Connor LW,2019-10-03T08:26:32Z,I would give it no stars if I could,I would give it no stars if I could. I've paid and used the next day delivery option and Hermes the courier gave me a 15 hour window and still didn't deliver the products. I've contacted asos support team who have told me to wait until the 8th of October before being able to chase it further .... So much for next day delivery. They were unwilling to contact Hermes although their company has agreed to use them as a courier. Absolute joke of a support team completely unwilling to help and just told me to contact them.,1,ASOS,1
Melissa Cohen,2019-10-03T08:10:26Z,Worst customer care ever !,"Worst customer care ever !
Each time I am asking news about my return and refund I receive the same automatic mail ! 
So disappointed about ASOS ! 
Hope that I will get my money back !",1,ASOS,1
shivani aurora,2019-10-03T06:25:33Z,Useless customer service!,"Useless customer service!! My package is delayed with no updates and they are asking me to go talk to Fedex. How ridiculous of an answer it is to say that they cant get in touch with their own partner. 

Also I paid for 2 day shipping but never received the packages in time. When asked for a refund, they are not even doing that. 

No way to escalate an issue / do anything to get your issue solved! Pathetic",1,ASOS,1
